TilID Xstart Ystart UZ  EPSG   MinLon    MaxLon   MinLat    MaxLat
23HLA 300000 6100000 23S 32723 -47.2249  -45.9913  -36.2289  -35.2231 
23HLB 300000 6200020 23S 32723 -47.1999  -45.9806  -35.3272  -34.3218 
23HLC 300000 6300040 23S 32723 -47.176   -45.9703  -34.4254  -33.4204 
23HLD 300000 6400000 23S 32723 -47.1532  -45.9605  -33.524   -32.5193 
23HLE 300000 6500020 23S 32723 -47.1314  -45.9511  -32.6219  -31.6176 
23HLS 300000 5700040 23S 32723 -47.3366  -46.0394  -39.8331  -38.8257 
23HLT 300000 5800000 23S 32723 -47.3068  -46.0266  -38.9325  -37.9256 
23HLU 300000 5900020 23S 32723 -47.2782  -46.0143  -38.0312  -37.0247 
23HLV 300000 6000040 23S 32723 -47.251   -46.0026  -37.1299  -36.1237 
23HMA 399960 6100000 23S 32723 -46.1132  -44.8914  -36.233   -35.2381 
23HMB 399960 6200020 23S 32723 -46.1007  -44.8926  -35.3312  -34.3363 
23HMC 399960 6300040 23S 32723 -46.0887  -44.8938  -34.4293  -33.4344 
23HMD 399960 6400000 23S 32723 -46.0773  -44.8949  -33.5277  -32.5328 
23HME 399960 6500020 23S 32723 -46.0663  -44.896   -32.6255  -31.6306 
23HMS 399960 5700040 23S 32723 -46.1691  -44.8859  -39.8378  -38.8428 
23HMT 399960 5800000 23S 32723 -46.1542  -44.8874  -38.9371  -37.9421 
23HMU 399960 5900020 23S 32723 -46.1399  -44.8888  -38.0357  -37.0407 
23HMV 399960 6000040 23S 32723 -46.1262  -44.8901  -37.1342  -36.1392 
23HNA 499980 6100000 23S 32723 -45.0002  -43.7785  -36.2331  -35.2371 
23HNB 499980 6200020 23S 32723 -45.0002  -43.7922  -35.3313  -34.3353 
23HNC 499980 6300040 23S 32723 -45.0002  -43.8053  -34.4293  -33.4334 
23HND 499980 6400000 23S 32723 -45.0002  -43.8178  -33.5278  -32.5319 
23HNE 499980 6500020 23S 32723 -45.0002  -43.8298  -32.6256  -31.6298 
23HNS 499980 5700040 23S 32723 -45.0002  -43.7171  -39.8378  -38.8416 
23HNT 499980 5800000 23S 32723 -45.0002  -43.7335  -38.9371  -37.941  
23HNU 499980 5900020 23S 32723 -45.0002  -43.7492  -38.0357  -37.0396 
23HNV 499980 6000040 23S 32723 -45.0002  -43.7641  -37.1342  -36.1381 
23HPA 600000 6100000 23S 32723 -43.901   -42.6662  -36.2279  -35.2211 
23HPB 600000 6200020 23S 32723 -43.9129  -42.6924  -35.3263  -34.3199 
23HPC 600000 6300040 23S 32723 -43.9242  -42.7174  -34.4245  -33.4185 
23HPD 600000 6400000 23S 32723 -43.9351  -42.7413  -33.5231  -32.5175 
23HPE 600000 6500020 23S 32723 -43.9455  -42.7643  -32.6211  -31.6158 
23HPS 600000 5700040 23S 32723 -43.8477  -42.549   -39.832   -38.8235 
23HPT 600000 5800000 23S 32723 -43.8619  -42.5803  -38.9314  -37.9234 
23HPU 600000 5900020 23S 32723 -43.8755  -42.6102  -38.0302  -37.0226 
23HPV 600000 6000040 23S 32723 -43.8885  -42.6388  -37.1289  -36.1217 
23HQA 699960 6100000 23S 32723 -42.8029  -41.5557  -36.2124  -35.1953 
23HQB 699960 6200020 23S 32723 -42.8267  -41.5943  -35.3113  -34.2949 
23HQC 699960 6300040 23S 32723 -42.8494  -41.6312  -34.41    -33.3943 
23HQD 699960 6400000 23S 32723 -42.8711  -41.6665  -33.5091  -32.4941 
23HQE 699960 6500020 23S 32723 -42.8919  -41.7003  -32.6075  -31.5933 
23HQS 699960 5700040 23S 32723 -42.6965  -41.3831  -39.8143  -38.794  
23HQT 699960 5800000 23S 32723 -42.7249  -41.4291  -38.9143  -37.8948 
23HQU 699960 5900020 23S 32723 -42.7521  -41.4732  -38.0137  -36.995  
23HQV 699960 6000040 23S 32723 -42.7781  -41.5154  -37.1128  -36.0949 
23JKF 199980 6600040 23S 32723 -48.1648  -46.9865  -31.7074  -30.6947 
23JKG 199980 6700000 23S 32723 -48.1349  -46.9684  -30.8061  -29.794  
23JKH 199980 6800020 23S 32723 -48.1063  -46.9512  -29.904   -28.8926 
23JKJ 199980 6900040 23S 32723 -48.0789  -46.9346  -29.0018  -27.991  
23JKK 199980 7000000 23S 32723 -48.0528  -46.9189  -28.1001  -27.0899 
23JKL 199980 7100020 23S 32723 -48.0279  -46.9039  -27.1976  -26.188  
23JKM 199980 7200040 23S 32723 -48.0041  -46.8895  -26.295   -25.2861 
23JKN 199980 7300000 23S 32723 -47.9814  -46.8758  -25.3929  -24.3845 
23JLF 300000 6600040 23S 32723 -47.1105  -45.9422  -31.7197  -30.7157 
23JLG 300000 6700000 23S 32723 -47.0905  -45.9336  -30.8179  -29.8143 
23JLH 300000 6800020 23S 32723 -47.0714  -45.9254  -29.9154  -28.9121 
23JLJ 300000 6900040 23S 32723 -47.0532  -45.9176  -29.0128  -28.0098 
23JLK 300000 7000000 23S 32723 -47.0357  -45.9101  -28.1106  -27.108  
23JLL 300000 7100020 23S 32723 -47.0191  -45.9029  -27.2078  -26.2055 
23JLM 300000 7200040 23S 32723 -47.0032  -45.8961  -26.3049  -25.3028 
23JLN 300000 7300000 23S 32723 -46.9881  -45.8896  -25.4023  -24.4006 
23JMF 399960 6600040 23S 32723 -46.0559  -44.897   -31.7232  -30.7283 
23JMG 399960 6700000 23S 32723 -46.0459  -44.898   -30.8213  -29.8264 
23JMH 399960 6800020 23S 32723 -46.0363  -44.8989  -29.9187  -28.9238 
23JMJ 399960 6900040 23S 32723 -46.0272  -44.8998  -29.016   -28.0211 
23JMK 399960 7000000 23S 32723 -46.0185  -44.9006  -28.1137  -27.1188 
23JML 399960 7100020 23S 32723 -46.0101  -44.9014  -27.2107  -26.2159 
23JMM 399960 7200040 23S 32723 -46.0022  -44.9022  -26.3077  -25.3128 
23JMN 399960 7300000 23S 32723 -45.9946  -44.903   -25.405   -24.4102 
23JNF 499980 6600040 23S 32723 -45.0002  -43.8413  -31.7232  -30.7275 
23JNG 499980 6700000 23S 32723 -45.0002  -43.8523  -30.8213  -29.8256 
23JNH 499980 6800020 23S 32723 -45.0002  -43.8628  -29.9187  -28.923  
23JNJ 499980 6900040 23S 32723 -45.0002  -43.8728  -29.016   -28.0204 
23JNK 499980 7000000 23S 32723 -45.0002  -43.8824  -28.1137  -27.1181 
23JNL 499980 7100020 23S 32723 -45.0002  -43.8915  -27.2108  -26.2152 
23JNM 499980 7200040 23S 32723 -45.0002  -43.9003  -26.3077  -25.3122 
23JNN 499980 7300000 23S 32723 -45.0002  -43.9086  -25.4051  -24.4096 
23JPF 600000 6600040 23S 32723 -43.9555  -42.7862  -31.7189  -30.714  
23JPG 600000 6700000 23S 32723 -43.965   -42.8071  -30.8171  -29.8126 
23JPH 600000 6800020 23S 32723 -43.9741  -42.8271  -29.9147  -28.9105 
23JPJ 600000 6900040 23S 32723 -43.9828  -42.8463  -29.0121  -28.0083 
23JPK 600000 7000000 23S 32723 -43.9911  -42.8646  -28.1099  -27.1065 
23JPL 600000 7100020 23S 32723 -43.999   -42.882   -27.2071  -26.2041 
23JPM 600000 7200040 23S 32723 -44.0065  -42.8987  -26.3042  -25.3015 
23JPN 600000 7300000 23S 32723 -44.0137  -42.9146  -25.4017  -24.3993 
23JQF 699960 6600040 23S 32723 -42.9118  -41.7326  -31.7058  -30.6922 
23JQG 699960 6700000 23S 32723 -42.9308  -41.7635  -30.8045  -29.7916 
23JQH 699960 6800020 23S 32723 -42.949   -41.793   -29.9025  -28.8903 
23JQJ 699960 6900040 23S 32723 -42.9663  -41.8212  -29.0003  -27.9888 
23JQK 699960 7000000 23S 32723 -42.9829  -41.8482  -28.0986  -27.0877 
23JQL 699960 7100020 23S 32723 -42.9987  -41.8739  -27.1962  -26.186  
23JQM 699960 7200040 23S 32723 -43.0138  -41.8985  -26.2937  -25.2841 
23JQN 699960 7300000 23S 32723 -43.0281  -41.9219  -25.3916  -24.3826 
23JRM 799980 7200040 23S 32723 -42.0212  -40.8988  -26.2762  -25.2601 
23JRN 799980 7300000 23S 32723 -42.0427  -40.9298  -25.3748  -24.3596 
23KKA 199980 8100040 23S 32723 -47.8356  -46.7885  -18.1685  -17.1647 
23KKB 199980 8200000 23S 32723 -47.8215  -46.7801  -17.2654  -16.2622 
23KKP 199980 7400020 23S 32723 -47.9598  -46.8628  -24.4901  -23.4823 
23KKQ 199980 7500040 23S 32723 -47.9392  -46.8504  -23.5872  -22.58   
23KKR 199980 7600000 23S 32723 -47.9196  -46.8387  -22.6847  -21.6781 
23KKS 199980 7700020 23S 32723 -47.9009  -46.8275  -21.7815  -20.7755 
23KKT 199980 7800040 23S 32723 -47.8833  -46.8169  -20.8783  -19.8728 
23KKU 199980 7900000 23S 32723 -47.8665  -46.8069  -19.9755  -18.9706 
23KKV 199980 8000020 23S 32723 -47.8506  -46.7974  -19.072   -18.0677 
23KLA 300000 8100040 23S 32723 -46.8908  -45.8482  -18.175   -17.1757 
23KLB 300000 8200000 23S 32723 -46.8813  -45.8442  -17.2716  -16.2726 
23KLP 300000 7400020 23S 32723 -46.9736  -45.8835  -24.4991  -23.4977 
23KLQ 300000 7500040 23S 32723 -46.9599  -45.8776  -23.5958  -22.5947 
23KLR 300000 7600000 23S 32723 -46.9468  -45.872   -22.693   -21.6921 
23KLS 300000 7700020 23S 32723 -46.9344  -45.8667  -21.7895  -20.7889 
23KLT 300000 7800040 23S 32723 -46.9226  -45.8617  -20.8859  -19.8856 
23KLU 300000 7900000 23S 32723 -46.9114  -45.8569  -19.9827  -18.9828 
23KLV 300000 8000020 23S 32723 -46.9008  -45.8524  -19.0789  -18.0793 
23KMA 399960 8100040 23S 32723 -45.9459  -44.9077  -18.1769  -17.1823 
23KMB 399960 8200000 23S 32723 -45.9412  -44.9082  -17.2734  -16.2788 
23KMP 399960 7400020 23S 32723 -45.9874  -44.9037  -24.5017  -23.5069 
23KMQ 399960 7500040 23S 32723 -45.9805  -44.9043  -23.5983  -22.6035 
23KMR 399960 7600000 23S 32723 -45.9739  -44.905   -22.6954  -21.7006 
23KMS 399960 7700020 23S 32723 -45.9677  -44.9056  -21.7918  -20.797  
23KMT 399960 7800040 23S 32723 -45.9618  -44.9062  -20.888   -19.8933 
23KMU 399960 7900000 23S 32723 -45.9562  -44.9067  -19.9848  -18.9901 
23KMV 399960 8000020 23S 32723 -45.9509  -44.9072  -19.0809  -18.0862 
23KNA 499980 8100040 23S 32723 -45.0002  -43.962   -18.1769  -17.1818 
23KNB 499980 8200000 23S 32723 -45.0002  -43.9672  -17.2734  -16.2783 
23KNP 499980 7400020 23S 32723 -45.0002  -43.9165  -24.5018  -23.5063 
23KNQ 499980 7500040 23S 32723 -45.0002  -43.9241  -23.5984  -22.6029 
23KNR 499980 7600000 23S 32723 -45.0002  -43.9312  -22.6954  -21.7    
23KNS 499980 7700020 23S 32723 -45.0002  -43.9381  -21.7918  -20.7965 
23KNT 499980 7800040 23S 32723 -45.0002  -43.9446  -20.8881  -19.8928 
23KNU 499980 7900000 23S 32723 -45.0002  -43.9507  -19.9848  -18.9896 
23KNV 499980 8000020 23S 32723 -45.0002  -43.9565  -19.0809  -18.0857 
23KPA 600000 8100040 23S 32723 -44.0597  -43.0166  -18.1746  -17.1748 
23KPB 600000 8200000 23S 32723 -44.0641  -43.0265  -17.2712  -16.2717 
23KPP 600000 7400020 23S 32723 -44.0206  -42.9297  -24.4985  -23.4965 
23KPQ 600000 7500040 23S 32723 -44.0271  -42.9441  -23.5953  -22.5935 
23KPR 600000 7600000 23S 32723 -44.0333  -42.9579  -22.6924  -21.691  
23KPS 600000 7700020 23S 32723 -44.0391  -42.9709  -21.7889  -20.7879 
23KPT 600000 7800040 23S 32723 -44.0447  -42.9833  -20.8854  -19.8846 
23KPU 600000 7900000 23S 32723 -44.05    -42.995   -19.9822  -18.9818 
23KPV 600000 8000020 23S 32723 -44.055   -43.0061  -19.0785  -18.0783 
23KQA 699960 8100040 23S 32723 -43.12    -42.0724  -18.1676  -17.1634 
23KQB 699960 8200000 23S 32723 -43.1288  -42.087   -17.2646  -16.261  
23KQP 699960 7400020 23S 32723 -43.0418  -41.9442  -24.4889  -23.4805 
23KQQ 699960 7500040 23S 32723 -43.0548  -41.9655  -23.586   -22.5782 
23KQR 699960 7600000 23S 32723 -43.0672  -41.9857  -22.6836  -21.6764 
23KQS 699960 7700020 23S 32723 -43.0789  -42.005   -21.7805  -20.7739 
23KQT 699960 7800040 23S 32723 -43.0901  -42.0232  -20.8773  -19.8713 
23KQU 699960 7900000 23S 32723 -43.1006  -42.0405  -19.9745  -18.9691 
23KQV 699960 8000020 23S 32723 -43.1106  -42.0569  -19.0711  -18.0663 
23KRA 799980 8100040 23S 32723 -42.1803  -41.1285  -18.156   -17.1477 
23KRB 799980 8200000 23S 32723 -42.1935  -41.1478  -17.2536  -16.2461 
23KRP 799980 7400020 23S 32723 -42.0632  -40.9592  -24.4728  -23.4584 
23KRQ 799980 7500040 23S 32723 -42.0827  -40.9873  -23.5706  -22.5571 
23KRR 799980 7600000 23S 32723 -42.1012  -41.014   -22.6688  -21.6562 
23KRS 799980 7700020 23S 32723 -42.1188  -41.0394  -21.7663  -20.7546 
23KRT 799980 7800040 23S 32723 -42.1355  -41.0635  -20.8638  -19.8529 
23KRU 799980 7900000 23S 32723 -42.1513  -41.0864  -19.9616  -18.9516 
23KRV 799980 8000020 23S 32723 -42.1662  -41.108   -19.0589  -18.0497 
23LKC 199980 8300020 23S 32723 -47.8081  -46.7722  -16.3617  -15.3591 
23LKD 199980 8400040 23S 32723 -47.7956  -46.7648  -15.4579  -14.4558 
23LKE 199980 8500000 23S 32723 -47.7839  -46.7579  -14.5546  -13.5531 
23LKF 199980 8600020 23S 32723 -47.773   -46.7515  -13.6507  -12.6497 
23LKG 199980 8700040 23S 32723 -47.7628  -46.7456  -12.7466  -11.7462 
23LKH 199980 8800000 23S 32723 -47.7534  -46.7401  -11.8431  -10.8433 
23LKJ 199980 8900020 23S 32723 -47.7447  -46.7351  -10.939   -9.9397  
23LKK 199980 9000040 23S 32723 -47.7368  -46.7306  -10.0348  -9.036   
23LKL 199980 9100000 23S 32723 -47.7295  -46.7265  -9.1311   -8.1329  
23LLC 300000 8300020 23S 32723 -46.8724  -45.8405  -16.3676  -15.3688 
23LLD 300000 8400040 23S 32723 -46.8641  -45.837   -15.4634  -14.465  
23LLE 300000 8500000 23S 32723 -46.8563  -45.8337  -14.5598  -13.5616 
23LLF 300000 8600020 23S 32723 -46.849   -45.8307  -13.6555  -12.6576 
23LLG 300000 8700040 23S 32723 -46.8422  -45.8278  -12.7511  -11.7536 
23LLH 300000 8800000 23S 32723 -46.8359  -45.8252  -11.8473  -10.85   
23LLJ 300000 8900020 23S 32723 -46.8301  -45.8229  -10.9428  -9.9459  
23LLK 300000 9000040 23S 32723 -46.8248  -45.8207  -10.0383  -9.0417  
23LLL 300000 9100000 23S 32723 -46.82    -45.8188  -9.1343   -8.138   
23LMC 399960 8300020 23S 32723 -45.9367  -44.9086  -16.3692  -15.3746 
23LMD 399960 8400040 23S 32723 -45.9325  -44.909   -15.465   -14.4705 
23LME 399960 8500000 23S 32723 -45.9286  -44.9094  -14.5612  -13.5667 
23LMF 399960 8600020 23S 32723 -45.925   -44.9098  -13.6569  -12.6624 
23LMG 399960 8700040 23S 32723 -45.9216  -44.9101  -12.7524  -11.758  
23LMH 399960 8800000 23S 32723 -45.9184  -44.9104  -11.8485  -10.8541 
23LMJ 399960 8900020 23S 32723 -45.9155  -44.9107  -10.9439  -9.9496  
23LMK 399960 9000040 23S 32723 -45.9129  -44.9109  -10.0393  -9.0451  
23LML 399960 9100000 23S 32723 -45.9105  -44.9112  -9.1352   -8.141   
23LNC 499980 8300020 23S 32723 -45.0002  -43.9721  -16.3692  -15.3742 
23LND 499980 8400040 23S 32723 -45.0002  -43.9767  -15.465   -14.4701 
23LNE 499980 8500000 23S 32723 -45.0002  -43.981   -14.5613  -13.5664 
23LNF 499980 8600020 23S 32723 -45.0002  -43.985   -13.6569  -12.6621 
23LNG 499980 8700040 23S 32723 -45.0002  -43.9887  -12.7524  -11.7577 
23LNH 499980 8800000 23S 32723 -45.0002  -43.9922  -11.8485  -10.8538 
23LNJ 499980 8900020 23S 32723 -45.0002  -43.9953  -10.9439  -9.9494  
23LNK 499980 9000040 23S 32723 -45.0002  -43.9982  -10.0393  -9.0448  
23LNL 499980 9100000 23S 32723 -45.0002  -44.0009  -9.1352   -8.1408  
23LPC 600000 8300020 23S 32723 -44.0682  -43.0359  -16.3672  -15.368  
23LPD 600000 8400040 23S 32723 -44.0721  -43.0446  -15.4631  -14.4642 
23LPE 600000 8500000 23S 32723 -44.0757  -43.0528  -14.5594  -13.5609 
23LPF 600000 8600020 23S 32723 -44.0791  -43.0605  -13.6552  -12.657  
23LPG 600000 8700040 23S 32723 -44.0822  -43.0676  -12.7508  -11.753  
23LPH 600000 8800000 23S 32723 -44.0851  -43.0742  -11.847   -10.8495 
23LPJ 600000 8900020 23S 32723 -44.0877  -43.0803  -10.9426  -9.9454  
23LPK 600000 9000040 23S 32723 -44.0901  -43.0858  -10.0381  -9.0412  
23LPL 600000 9100000 23S 32723 -44.0923  -43.0909  -9.1341   -8.1376  
23LQC 699960 8300020 23S 32723 -43.1371  -42.1008  -16.3609  -15.3579 
23LQD 699960 8400040 23S 32723 -43.1449  -42.1137  -15.4572  -14.4547 
23LQE 699960 8500000 23S 32723 -43.1521  -42.1258  -14.5539  -13.552  
23LQF 699960 8600020 23S 32723 -43.1588  -42.1371  -13.65    -12.6487 
23LQG 699960 8700040 23S 32723 -43.1651  -42.1476  -12.746   -11.7454 
23LQH 699960 8800000 23S 32723 -43.1708  -42.1573  -11.8425  -10.8424 
23LQJ 699960 8900020 23S 32723 -43.1761  -42.1662  -10.9385  -9.9389  
23LQK 699960 9000040 23S 32723 -43.1808  -42.1745  -10.0343  -9.0354  
23LQL 699960 9100000 23S 32723 -43.1851  -42.1819  -9.1306   -8.1323  
23LRC 799980 8300020 23S 32723 -42.2059  -41.166   -16.3505  -15.3439 
23LRD 799980 8400040 23S 32723 -42.2176  -41.183   -15.4474  -14.4416 
23LRE 799980 8500000 23S 32723 -42.2284  -41.199   -14.5447  -13.5398 
23LRF 799980 8600020 23S 32723 -42.2385  -41.2139  -13.6414  -12.6373 
23LRG 799980 8700040 23S 32723 -42.2479  -41.2278  -12.738   -11.7348 
23LRH 799980 8800000 23S 32723 -42.2565  -41.2406  -11.8351  -10.8327 
23LRJ 799980 8900020 23S 32723 -42.2643  -41.2524  -10.9316  -9.93    
23LRK 799980 9000040 23S 32723 -42.2715  -41.2633  -10.028   -9.0273  
23LRL 799980 9100000 23S 32723 -42.2779  -41.2731  -9.1249   -8.125   
23MKM 199980 9200020 23S 32723 -47.723   -46.7228  -8.2268   -7.2292  
23MKN 199980 9300040 23S 32723 -47.7172  -46.7196  -7.3225   -6.3254  
23MKP 199980 9400000 23S 32723 -47.7121  -46.7168  -6.4186   -5.4222  
23MKQ 199980 9500020 23S 32723 -47.7076  -46.7145  -5.5142   -4.5183  
23MKR 199980 9600040 23S 32723 -47.7039  -46.7126  -4.6098   -3.6145  
23MKS 199980 9700000 23S 32723 -47.7008  -46.7111  -3.7059   -2.7111  
23MKT 199980 9800020 23S 32723 -47.6984  -46.7101  -2.8014   -1.8073  
23MKU 199980 9900040 23S 32723 -47.6967  -46.7094  -1.8969   -0.90336 
23MKV 199980 10000000 23S 32723 -47.6956  -46.7092  -0.99295  0        
23MLM 300000 9200020 23S 32723 -46.8156  -45.817   -8.2297   -7.2337  
23MLN 300000 9300040 23S 32723 -46.8117  -45.8155  -7.325    -6.3294  
23MLP 300000 9400000 23S 32723 -46.8083  -45.8142  -6.4209   -5.4255  
23MLQ 300000 9500020 23S 32723 -46.8054  -45.8131  -5.5161   -4.5211  
23MLR 300000 9600040 23S 32723 -46.8028  -45.8122  -4.6114   -3.6167  
23MLS 300000 9700000 23S 32723 -46.8008  -45.8115  -3.7072   -2.7128  
23MLT 300000 9800020 23S 32723 -46.7992  -45.811   -2.8024   -1.8084  
23MLU 300000 9900040 23S 32723 -46.798   -45.8107  -1.8976   -0.90392 
23MLV 300000 10000000 23S 32723 -46.7973  -45.8106  -0.99329  0        
23MMM 399960 9200020 23S 32723 -45.9083  -44.9114  -8.2305   -7.2364  
23MMN 399960 9300040 23S 32723 -45.9063  -44.9116  -7.3257   -6.3317  
23MMP 399960 9400000 23S 32723 -45.9046  -44.9117  -6.4215   -5.4276  
23MMQ 399960 9500020 23S 32723 -45.9032  -44.9119  -5.5167   -4.5228  
23MMR 399960 9600040 23S 32723 -45.9019  -44.912   -4.6119   -3.6181  
23MMS 399960 9700000 23S 32723 -45.9009  -44.9121  -3.7075   -2.7138  
23MMT 399960 9800020 23S 32723 -45.9001  -44.9122  -2.8027   -1.8091  
23MMU 399960 9900040 23S 32723 -45.8995  -44.9122  -1.8978   -0.90426 
23MMV 399960 10000000 23S 32723 -45.8991  -44.9123  -0.99339  0        
23MNM 499980 9200020 23S 32723 -45.0002  -44.0033  -8.2305   -7.2362  
23MNN 499980 9300040 23S 32723 -45.0002  -44.0054  -7.3258   -6.3316  
23MNP 499980 9400000 23S 32723 -45.0002  -44.0073  -6.4215   -5.4274  
23MNQ 499980 9500020 23S 32723 -45.0002  -44.0089  -5.5167   -4.5227  
23MNR 499980 9600040 23S 32723 -45.0002  -44.0103  -4.6119   -3.618   
23MNS 499980 9700000 23S 32723 -45.0002  -44.0114  -3.7075   -2.7138  
23MNT 499980 9800020 23S 32723 -45.0002  -44.0123  -2.8027   -1.809   
23MNU 499980 9900040 23S 32723 -45.0002  -44.0129  -1.8978   -0.90423 
23MNV 499980 10000000 23S 32723 -45.0002  -44.0133  -0.99339  0        
23MPM 600000 9200020 23S 32723 -44.0942  -43.0954  -8.2295   -7.2333  
23MPN 600000 9300040 23S 32723 -44.0959  -43.0995  -7.3248   -6.329   
23MPP 600000 9400000 23S 32723 -44.0973  -43.1031  -6.4207   -5.4253  
23MPQ 600000 9500020 23S 32723 -44.0986  -43.1062  -5.516    -4.5209  
23MPR 600000 9600040 23S 32723 -44.0996  -43.1088  -4.6113   -3.6165  
23MPS 600000 9700000 23S 32723 -44.1004  -43.111   -3.7071   -2.7127  
23MPT 600000 9800020 23S 32723 -44.1009  -43.1127  -2.8023   -1.8083  
23MPU 600000 9900040 23S 32723 -44.1013  -43.1139  -1.8975   -0.90388 
23MPV 600000 10000000 23S 32723 -44.1014  -43.1146  -0.99327  0        
23MQM 699960 9200020 23S 32723 -43.189   -42.1886  -8.2264   -7.2286  
23MQN 699960 9300040 23S 32723 -43.1924  -42.1947  -7.3221   -6.325   
23MQP 699960 9400000 23S 32723 -43.1953  -42.1999  -6.4183   -5.4218  
23MQQ 699960 9500020 23S 32723 -43.1977  -42.2045  -5.514    -4.518   
23MQR 699960 9600040 23S 32723 -43.1997  -42.2084  -4.6096   -3.6142  
23MQS 699960 9700000 23S 32723 -43.2013  -42.2116  -3.7057   -2.7109  
23MQT 699960 9800020 23S 32723 -43.2024  -42.2141  -2.8013   -1.8071  
23MQU 699960 9900040 23S 32723 -43.2031  -42.2159  -1.8968   -0.9033  
23MQV 699960 10000000 23S 32723 -43.2033  -42.217   -0.9929   0        
23MRM 799980 9200020 23S 32723 -42.2837  -41.282   -8.2213   -7.2222  
23MRN 799980 9300040 23S 32723 -42.2887  -41.29    -7.3176   -6.3193  
23MRP 799980 9400000 23S 32723 -42.2931  -41.2969  -6.4143   -5.4169  
23MRQ 799980 9500020 23S 32723 -42.2968  -41.303   -5.5105   -4.514   
23MRR 799980 9600040 23S 32723 -42.2998  -41.3081  -4.6067   -3.611   
23MRS 799980 9700000 23S 32723 -42.3022  -41.3123  -3.7034   -2.7085  
23MRT 799980 9800020 23S 32723 -42.3038  -41.3156  -2.7995   -1.8055  
23MRU 799980 9900040 23S 32723 -42.3048  -41.318   -1.8956   -0.90249 
23MRV 799980 10000000 23S 32723 -42.3052  -41.3194  -0.99229  0        
23NKA 199980 100020 23N 32623 -47.6955  -46.7092  -0.088443 0.90451  
23NKB 199980 200040 23N 32623 -47.6965  -46.7094  0.81552   1.809    
23NKC 199980 300000 23N 32623 -47.6982  -46.71    1.7189    2.713    
23NKD 199980 400020 23N 32623 -47.7005  -46.711   2.6228    3.6174   
23NKE 199980 500040 23N 32623 -47.7036  -46.7124  3.5266    4.5219   
23NKF 199980 600000 23N 32623 -47.7072  -46.7143  4.43      5.4258   
23NKG 199980 700020 23N 32623 -47.7116  -46.7166  5.3338    6.3302   
23NKH 199980 800040 23N 32623 -47.7167  -46.7193  6.2376    7.2346   
23NKJ 199980 900000 23N 32623 -47.7224  -46.7225  7.1408    8.1384   
23NLA 300000 100020 23N 32623 -46.7973  -45.8106  -0.088474 0.90482  
23NLB 300000 200040 23N 32623 -46.7979  -45.8107  0.81602   1.8096   
23NLC 300000 300000 23N 32623 -46.7991  -45.8109  1.7199    2.7139   
23NLD 300000 400020 23N 32623 -46.8006  -45.8114  2.6244    3.6187   
23NLE 300000 500040 23N 32623 -46.8026  -45.8121  3.5288    4.5235   
23NLF 300000 600000 23N 32623 -46.8051  -45.813   4.4327    5.4277   
23NLG 300000 700020 23N 32623 -46.808   -45.8141  5.3371    6.3324   
23NLH 300000 800040 23N 32623 -46.8114  -45.8154  6.2415    7.2371   
23NLJ 300000 900000 23N 32623 -46.8152  -45.8169  7.1453    8.1412   
23NMA 399960 100020 23N 32623 -45.8991  -44.9123  -0.088483 0.90491  
23NMB 399960 200040 23N 32623 -45.8994  -44.9122  0.81633   1.8098   
23NMC 399960 300000 23N 32623 -45.9     -44.9122  1.7206    2.7142   
23NMD 399960 400020 23N 32623 -45.9008  -44.9121  2.6254    3.6191   
23NME 399960 500040 23N 32623 -45.9018  -44.912   3.5301    4.5239   
23NMF 399960 600000 23N 32623 -45.903   -44.9119  4.4344    5.4282   
23NMG 399960 700020 23N 32623 -45.9045  -44.9118  5.3391    6.333    
23NMH 399960 800040 23N 32623 -45.9062  -44.9116  6.2438    7.2378   
23NMJ 399960 900000 23N 32623 -45.9081  -44.9114  7.1479    8.142    
23NNA 499980 100020 23N 32623 -45.0002  -44.0134  -0.088483 0.90491  
23NNB 499980 200040 23N 32623 -45.0002  -44.013   0.81631   1.8098   
23NNC 499980 300000 23N 32623 -45.0002  -44.0124  1.7205    2.7142   
23NND 499980 400020 23N 32623 -45.0002  -44.0115  2.6253    3.6191   
23NNE 499980 500040 23N 32623 -45.0002  -44.0104  3.5301    4.5239   
23NNF 499980 600000 23N 32623 -45.0002  -44.0091  4.4342    5.4282   
23NNG 499980 700020 23N 32623 -45.0002  -44.0075  5.339     6.333    
23NNH 499980 800040 23N 32623 -45.0002  -44.0056  6.2436    7.2378   
23NNJ 499980 900000 23N 32623 -45.0002  -44.0035  7.1477    8.142    
23NPA 600000 100020 23N 32623 -44.1014  -43.1147  -0.088472 0.9048   
23NPB 600000 200040 23N 32623 -44.1013  -43.114   0.81598   1.8096   
23NPC 600000 300000 23N 32623 -44.101   -43.1128  1.7199    2.7138   
23NPD 600000 400020 23N 32623 -44.1004  -43.1112  2.6243    3.6186   
23NPE 600000 500040 23N 32623 -44.0997  -43.1091  3.5287    4.5234   
23NPF 600000 600000 23N 32623 -44.0987  -43.1065  4.4325    5.4276   
23NPG 600000 700020 23N 32623 -44.0975  -43.1034  5.3368    6.3323   
23NPH 600000 800040 23N 32623 -44.096   -43.0999  6.2412    7.2369   
23NPJ 600000 900000 23N 32623 -44.0944  -43.0959  7.1449    8.141    
23NQA 699960 100020 23N 32623 -43.2033  -42.217   -0.088439 0.90446  
