TilID Xstart Ystart UZ  EPSG   MinLon    MaxLon   MinLat    MaxLat
02XMN 399960 8800020 2N  32602 -175.8018 -170.5305 78.2516   79.2689  
02XMP 399960 8900040 2N  32602 -176.232  -170.4882 79.145    80.165   
02XMQ 399960 9000000 2N  32602 -176.7478 -170.4374 80.0372   81.0605  
02XMR 399960 9100020 2N  32602 -177.3781 -170.3752 80.9293   81.9564  
02XNF 499980 8100000 2N  32602 -171.0006 -167.6405 71.9854   72.9957  
02XNG 499980 8200020 2N  32602 -171.0006 -167.4594 72.8806   73.8923  
02XNH 499980 8300040 2N  32602 -171.0007 -167.2568 73.7756   74.7888  
02XNJ 499980 8400000 2N  32602 -171.0007 -167.0287 74.6697   75.6847  
02XNK 499980 8500020 2N  32602 -171.0008 -166.7698 75.5642   76.581   
02XNL 499980 8600040 2N  32602 -171.0008 -166.4737 76.4583   77.4773  
02XNM 499980 8700000 2N  32602 -171.0009 -166.1321 77.3515   78.373   
02XNN 499980 8800020 2N  32602 -171.001  -165.7332 78.2448   79.2692  
02XNP 499980 8900040 2N  32602 -171.001  -165.2618 79.1375   80.1653  
02XNQ 499980 9000000 2N  32602 -171.0012 -164.6968 80.0291   81.0609  
02XNR 499980 9100020 2N  32602 -171.0013 -164.0067 80.9203   81.9569  
02XNS 499980 9200040 2N  32602 -171.0014 -163.1458 81.8105   82.8529  
02XNT 499980 9300000 2N  32602 -171.0016 -162.0435 82.6986   83.7483  
02XNU 499980 9400020 2N  32602 -171.0019 -160.5813 83.5852   84.6443  
02XPF 600000 8100000 2N  32602 -168.1012 -164.5983 71.9166   72.9728  
03CVK 399960 1000000 3S  32703 -171.4473 -164.3684 -82.0441  -81.0164 
03CVL 399960 1100020 3S  32703 -170.8038 -164.4319 -81.1481  -80.1245 
03CVM 399960 1200040 3S  32703 -170.278  -164.4836 -80.252   -79.2318 
03CVN 399960 1300000 3S  32703 -169.8406 -164.5266 -79.3565  -78.339  
03CVP 399960 1400020 3S  32703 -169.4709 -164.563  -78.4603  -77.4453 
03CVQ 399960 1500040 3S  32703 -169.1544 -164.594  -77.5641  -76.5511 
03CVR 399960 1600000 3S  32703 -168.8808 -164.6208 -76.6684  -75.6572 
03CVS 399960 1700020 3S  32703 -168.6417 -164.6443 -75.7721  -74.7625 
03CVT 399960 1800040 3S  32703 -168.431  -164.6649 -74.8756  -73.8675 
03CVU 399960 1900000 3S  32703 -168.2442 -164.6832 -73.9797  -72.9728 
03CVV 399960 2000020 3S  32703 -168.0774 -164.6995 -73.0832  -72.0773 
03CWH 499980 800020 3S  32703 -165.0017 -155.9188 -83.836   -82.7854 
03CWJ 499980 900040 3S  32703 -165.0015 -157.0507 -82.94    -81.8969 
03CWK 499980 1000000 3S  32703 -165.0013 -157.931  -82.0445  -81.0074 
03CWL 499980 1100020 3S  32703 -165.0012 -158.6355 -81.1485  -80.1162 
03CWM 499980 1200040 3S  32703 -165.0011 -159.2114 -80.2524  -79.2242 
03CWN 499980 1300000 3S  32703 -165.001  -159.6906 -79.3568  -78.3321 
03CWP 499980 1400020 3S  32703 -165.0009 -160.0958 -78.4607  -77.4388 
03CWQ 499980 1500040 3S  32703 -165.0008 -160.4427 -77.5644  -76.5452 
03CWR 499980 1600000 3S  32703 -165.0008 -160.7426 -76.6687  -75.6516 
03CWS 499980 1700020 3S  32703 -165.0007 -161.0048 -75.7723  -74.7572 
03CWT 499980 1800040 3S  32703 -165.0007 -161.2358 -74.8759  -73.8625 
03CWU 499980 1900000 3S  32703 -165.0006 -161.4406 -73.9799  -72.9681 
03CWV 499980 2000020 3S  32703 -165.0006 -161.6237 -73.0834  -72.0729 
03CXV 600000 2000020 3S  32703 -162.0875 -158.5663 -73.0603  -72.0038 
03DVA 399960 2100040 3S  32703 -167.9275 -164.7142 -72.1865  -71.1817 
03DVB 399960 2200000 3S  32703 -167.7922 -164.7274 -71.2903  -70.2864 
03DVC 399960 2300020 3S  32703 -167.6695 -164.7394 -70.3935  -69.3904 
03DVD 399960 2400040 3S  32703 -167.5576 -164.7503 -69.4966  -68.4943 
03DVE 399960 2500000 3S  32703 -167.4554 -164.7603 -68.6002  -67.5985 
03DVF 399960 2600020 3S  32703 -167.3616 -164.7695 -67.7031  -66.702  
03DVG 399960 2700040 3S  32703 -167.2751 -164.7779 -66.8059  -65.8054 
03DVH 399960 2800000 3S  32703 -167.1954 -164.7857 -65.9091  -64.9091 
03DVJ 399960 2900020 3S  32703 -167.1215 -164.7929 -65.0117  -64.0122 
03DWA 499980 2100040 3S  32703 -165.0006 -161.7881 -72.1867  -71.1775 
03DWB 499980 2200000 3S  32703 -165.0006 -161.9364 -71.2905  -70.2824 
03DWC 499980 2300020 3S  32703 -165.0005 -162.0711 -70.3937  -69.3866 
03DWD 499980 2400040 3S  32703 -165.0005 -162.1937 -69.4968  -68.4906 
03DWE 499980 2500000 3S  32703 -165.0005 -162.3058 -68.6003  -67.595  
03DWF 499980 2600020 3S  32703 -165.0005 -162.4088 -67.7033  -66.6987 
03DWG 499980 2700040 3S  32703 -165.0005 -162.5036 -66.8061  -65.8022 
03DWH 499980 2800000 3S  32703 -165.0004 -162.5911 -65.9093  -64.9061 
03DWJ 499980 2900020 3S  32703 -165.0004 -162.6721 -65.0119  -64.0093 
03DXA 600000 2100040 3S  32703 -162.2215 -158.8778 -72.1649  -71.1119 
03DXB 600000 2200000 3S  32703 -162.343  -159.1591 -71.2698  -70.22   
03DXC 600000 2300020 3S  32703 -162.4538 -159.4147 -70.374   -69.3271 
03DXD 600000 2400040 3S  32703 -162.5552 -159.6476 -69.4781  -68.4338 
03DXE 600000 2500000 3S  32703 -162.6481 -159.8606 -68.5825  -67.5407 
03DXF 600000 2600020 3S  32703 -162.7338 -160.0562 -67.6862  -66.6467 
03DXG 600000 2700040 3S  32703 -162.813  -160.2365 -66.7897  -65.7523 
03DXH 600000 2800000 3S  32703 -162.8863 -160.4029 -65.8936  -64.8582 
03DXJ 600000 2900020 3S  32703 -162.9544 -160.5571 -64.9968  -63.9633 
03EUK 300000 3000040 3S  32703 -169.0994 -166.7881 -64.1026  -63.0736 
03EUL 300000 3100000 3S  32703 -168.9723 -166.7348 -63.206   -62.1785 
03EUM 300000 3200020 3S  32703 -168.8537 -166.685  -62.3087  -61.2826 
03EUN 300000 3300040 3S  32703 -168.7429 -166.6383 -61.4112  -60.3864 
03EUP 300000 3400000 3S  32703 -168.6392 -166.5946 -60.5142  -59.4906 
03EUQ 300000 3500020 3S  32703 -168.5418 -166.5535 -59.6164  -58.5941 
03EUR 300000 3600040 3S  32703 -168.4503 -166.5148 -58.7185  -57.6973 
03EUS 300000 3700000 3S  32703 -168.3643 -166.4784 -57.8211  -56.8008 
03EUT 300000 3800020 3S  32703 -168.2832 -166.444  -56.9229  -55.9036 
03EVK 399960 3000040 3S  32703 -167.0529 -164.7996 -64.1142  -63.1151 
03EVL 399960 3100000 3S  32703 -166.9891 -164.8059 -63.2172  -62.2184 
03EVM 399960 3200020 3S  32703 -166.9296 -164.8117 -62.3194  -61.3211 
03EVN 399960 3300040 3S  32703 -166.874  -164.8171 -61.4216  -60.4235 
03EVP 399960 3400000 3S  32703 -166.8219 -164.8222 -60.5241  -59.5264 
03EVQ 399960 3500020 3S  32703 -166.7731 -164.827  -59.6261  -58.6286 
03EVR 399960 3600040 3S  32703 -166.7272 -164.8314 -58.7278  -57.7306 
03EVS 399960 3700000 3S  32703 -166.6841 -164.8357 -57.83    -56.833  
03EVT 399960 3800020 3S  32703 -166.6434 -164.8396 -56.9316  -55.9348 
03EWK 499980 3000040 3S  32703 -165.0004 -162.7474 -64.1144  -63.1123 
03EWL 499980 3100000 3S  32703 -165.0004 -162.8174 -63.2173  -62.2157 
03EWM 499980 3200020 3S  32703 -165.0004 -162.8827 -62.3196  -61.3184 
03EWN 499980 3300040 3S  32703 -165.0004 -162.9437 -61.4217  -60.421  
03EWP 499980 3400000 3S  32703 -165.0004 -163.0008 -60.5243  -59.524  
03EWQ 499980 3500020 3S  32703 -165.0004 -163.0544 -59.6262  -58.6262 
03EWR 499980 3600040 3S  32703 -165.0003 -163.1047 -58.728   -57.7283 
03EWS 499980 3700000 3S  32703 -165.0003 -163.1521 -57.8301  -56.8308 
03EWT 499980 3800020 3S  32703 -165.0003 -163.1967 -56.9317  -55.9327 
03EXK 600000 3000040 3S  32703 -163.0177 -160.7004 -64.0999  -63.0681 
03EXL 600000 3100000 3S  32703 -163.0768 -160.8336 -63.2034  -62.1732 
03EXM 600000 3200020 3S  32703 -163.132  -160.958  -62.3062  -61.2774 
03EXN 600000 3300040 3S  32703 -163.1837 -161.0742 -61.4088  -60.3815 
03EXP 600000 3400000 3S  32703 -163.2322 -161.183  -60.5118  -59.4858 
03EXQ 600000 3500020 3S  32703 -163.2778 -161.2851 -59.6142  -58.5894 
03EXR 600000 3600040 3S  32703 -163.3207 -161.381  -58.7164  -57.6928 
03EXS 600000 3700000 3S  32703 -163.3611 -161.4712 -57.819   -56.7965 
03EXT 600000 3800020 3S  32703 -163.3992 -161.5562 -56.9209  -55.8995 
03FUA 300000 4100020 3S  32703 -168.0661 -166.3516 -54.2281  -53.2114 
03FUB 300000 4200040 3S  32703 -168.0013 -166.3241 -53.3293  -52.3135 
03FUC 300000 4300000 3S  32703 -167.94   -166.2979 -52.431   -51.4159 
03FUD 300000 4400020 3S  32703 -167.8818 -166.2731 -51.5319  -50.5176 
03FUE 300000 4500040 3S  32703 -167.8266 -166.2494 -50.6327  -49.6191 
03FUF 300000 4600000 3S  32703 -167.7741 -166.227  -49.7339  -48.7209 
03FUG 300000 4700020 3S  32703 -167.7241 -166.2056 -48.8344  -47.8221 
03FUU 300000 3900040 3S  32703 -168.2067 -166.4115 -56.0246  -55.0062 
03FUV 300000 4000000 3S  32703 -168.1344 -166.3807 -55.1267  -54.1092 
03FVA 399960 4100020 3S  32703 -166.5346 -164.8503 -54.2359  -53.2397 
03FVB 399960 4200040 3S  32703 -166.5021 -164.8534 -53.3369  -52.3408 
03FVC 399960 4300000 3S  32703 -166.4714 -164.8564 -52.4383  -51.4423 
03FVD 399960 4400020 3S  32703 -166.4422 -164.8593 -51.539   -50.5432 
03FVE 399960 4500040 3S  32703 -166.4145 -164.862  -50.6396  -49.6439 
03FVF 399960 4600000 3S  32703 -166.3882 -164.8645 -49.7406  -48.745  
03FVG 399960 4700020 3S  32703 -166.3632 -164.867  -48.8409  -47.8454 
03FVU 399960 3900040 3S  32703 -166.605  -164.8434 -56.033   -55.0364 
03FVV 399960 4000000 3S  32703 -166.5688 -164.8469 -55.1348  -54.1384 
03FWA 499980 4100020 3S  32703 -165.0003 -163.3161 -54.236   -53.2377 
03FWB 499980 4200040 3S  32703 -165.0003 -163.3517 -53.337   -52.3389 
03FWC 499980 4300000 3S  32703 -165.0003 -163.3854 -52.4384  -51.4405 
03FWD 499980 4400020 3S  32703 -165.0003 -163.4174 -51.5391  -50.5414 
03FWE 499980 4500040 3S  32703 -165.0003 -163.4478 -50.6397  -49.6422 
03FWF 499980 4600000 3S  32703 -165.0003 -163.4767 -49.7407  -48.7433 
03FWG 499980 4700020 3S  32703 -165.0003 -163.5041 -48.841   -47.8438 
03FWU 499980 3900040 3S  32703 -165.0003 -163.2388 -56.0331  -55.0343 
03FWV 499980 4000000 3S  32703 -165.0003 -163.2785 -55.1349  -54.1364 
03FXA 600000 4100020 3S  32703 -163.5016 -161.7839 -54.2262  -53.2077 
03FXB 600000 4200040 3S  32703 -163.5321 -161.8518 -53.3276  -52.3098 
03FXC 600000 4300000 3S  32703 -163.5611 -161.9161 -52.4293  -51.4123 
03FXD 600000 4400020 3S  32703 -163.5887 -161.9772 -51.5303  -50.5141 
03FXE 600000 4500040 3S  32703 -163.6148 -162.0351 -50.6311  -49.6157 
03FXF 600000 4600000 3S  32703 -163.6397 -162.0902 -49.7324  -48.7177 
03FXG 600000 4700020 3S  32703 -163.6634 -162.1426 -48.8329  -47.8189 
03FXU 600000 3900040 3S  32703 -163.4352 -161.6365 -56.0226  -55.0022 
03FXV 600000 4000000 3S  32703 -163.4693 -161.7122 -55.1248  -54.1053 
03FYA 699960 4100020 3S  32703 -162.0054 -160.2565 -54.197   -53.1589 
03FYB 699960 4200040 3S  32703 -162.0664 -160.3564 -53.2992  -52.2626 
03FYC 699960 4300000 3S  32703 -162.1243 -160.451  -52.4018  -51.3666 
03FYD 699960 4400020 3S  32703 -162.1793 -160.5409 -51.5037  -50.4698 
03FYE 699960 4500040 3S  32703 -162.2315 -160.6262 -50.6054  -49.5728 
03FYF 699960 4600000 3S  32703 -162.2812 -160.7072 -49.7075  -48.6761 
03FYG 699960 4700020 3S  32703 -162.3285 -160.7844 -48.8088  -47.7786 
03GTP 199980 5400040 3S  32703 -168.6501 -167.28   -42.5168  -41.4951 
03GTQ 199980 5500000 3S  32703 -168.599  -167.2491 -41.6173  -40.5964 
03GTR 199980 5600020 3S  32703 -168.5501 -167.2196 -40.717   -39.697  
03GUH 300000 4800040 3S  32703 -167.6766 -166.1853 -47.9348  -46.923  
03GUJ 300000 4900000 3S  32703 -167.6313 -166.1659 -47.0356  -46.0244 
03GUK 300000 5000020 3S  32703 -167.5882 -166.1474 -46.1356  -45.125  
03GUL 300000 5100040 3S  32703 -167.547  -166.1298 -45.2356  -44.2254 
03GUM 300000 5200000 3S  32703 -167.5078 -166.1129 -44.3359  -43.3262 
03GUN 300000 5300020 3S  32703 -167.4704 -166.0968 -43.4355  -42.4264 
03GUP 300000 5400040 3S  32703 -167.4346 -166.0815 -42.535   -41.5263 
03GUQ 300000 5500000 3S  32703 -167.4004 -166.0668 -41.6348  -40.6266 
03GUR 300000 5600020 3S  32703 -167.3678 -166.0528 -40.734   -39.7263 
03GVH 399960 4800040 3S  32703 -166.3394 -164.8693 -47.9411  -46.9456 
03GVJ 399960 4900000 3S  32703 -166.3167 -164.8715 -47.0416  -46.0463 
03GVK 399960 5000020 3S  32703 -166.2951 -164.8736 -46.1415  -45.1462 
03GVL 399960 5100040 3S  32703 -166.2745 -164.8756 -45.2413  -44.246  
03GVM 399960 5200000 3S  32703 -166.2549 -164.8776 -44.3414  -43.3462 
03GVN 399960 5300020 3S  32703 -166.2361 -164.8794 -43.4409  -42.4457 
03GVP 399960 5400040 3S  32703 -166.2182 -164.8811 -42.5402  -41.545  
03GVQ 399960 5500000 3S  32703 -166.2011 -164.8828 -41.6399  -40.6448 
03GVR 399960 5600020 3S  32703 -166.1847 -164.8844 -40.7389  -39.7439 
03GWH 499980 4800040 3S  32703 -165.0003 -163.5303 -47.9412  -46.9441 
03GWJ 499980 4900000 3S  32703 -165.0003 -163.5551 -47.0417  -46.0448 
03GWK 499980 5000020 3S  32703 -165.0003 -163.5788 -46.1416  -45.1448 
03GWL 499980 5100040 3S  32703 -165.0003 -163.6014 -45.2413  -44.2446 
03GWM 499980 5200000 3S  32703 -165.0003 -163.623  -44.3415  -43.3448 
03GWN 499980 5300020 3S  32703 -165.0002 -163.6436 -43.4409  -42.4444 
03GWP 499980 5400040 3S  32703 -165.0002 -163.6632 -42.5402  -41.5438 
03GWQ 499980 5500000 3S  32703 -165.0002 -163.682  -41.6399  -40.6436 
03GWR 499980 5600020 3S  32703 -165.0002 -163.6999 -40.739   -39.7427 
03GXH 600000 4800040 3S  32703 -163.686  -162.1924 -47.9334  -46.92   
03GXJ 600000 4900000 3S  32703 -163.7075 -162.2399 -47.0342  -46.0214 
03GXK 600000 5000020 3S  32703 -163.728  -162.2851 -46.1343  -45.1221 
03GXL 600000 5100040 3S  32703 -163.7475 -162.3283 -45.2342  -44.2227 
03GXM 600000 5200000 3S  32703 -163.7662 -162.3694 -44.3346  -43.3236 
03GXN 600000 5300020 3S  32703 -163.784  -162.4087 -43.4342  -42.4238 
03GXP 600000 5400040 3S  32703 -163.801  -162.4462 -42.5338  -41.5238 
03GXQ 600000 5500000 3S  32703 -163.8173 -162.482  -41.6337  -40.6242 
03GXR 600000 5600020 3S  32703 -163.8329 -162.5163 -40.7329  -39.7239 
03GYH 699960 4800040 3S  32703 -162.3735 -160.8578 -47.91    -46.8809 
03GYJ 699960 4900000 3S  32703 -162.4165 -160.9277 -47.0115  -45.9835 
03GYK 699960 5000020 3S  32703 -162.4574 -160.9943 -46.1123  -45.0854 
03GYL 699960 5100040 3S  32703 -162.4965 -161.0579 -45.2129  -44.1871 
03GYM 699960 5200000 3S  32703 -162.5337 -161.1185 -44.3139  -43.2891 
03GYN 699960 5300020 3S  32703 -162.5693 -161.1764 -43.4142  -42.3903 
03GYP 699960 5400040 3S  32703 -162.6033 -161.2316 -42.5144  -41.4914 
03GYQ 699960 5500000 3S  32703 -162.6358 -161.2844 -41.6149  -40.5928 
03GYR 699960 5600020 3S  32703 -162.6669 -161.3348 -40.7147  -39.6935 
03HTA 199980 6100000 3S  32703 -168.3361 -167.0901 -36.2144  -35.1982 
03HTB 199980 6200020 3S  32703 -168.2988 -167.0675 -35.3132  -34.2977 
03HTC 199980 6300040 3S  32703 -168.263  -167.0459 -34.4118  -33.3971 
03HTD 199980 6400000 3S  32703 -168.2288 -167.0252 -33.5109  -32.4968 
03HTE 199980 6500020 3S  32703 -168.1961 -167.0054 -32.6092  -31.5959 
03HTS 199980 5700040 3S  32703 -168.5034 -167.1913 -39.8166  -38.7974 
03HTT 199980 5800000 3S  32703 -168.4588 -167.1643 -38.9165  -37.8981 
03HTU 199980 5900020 3S  32703 -168.416  -167.1385 -38.0158  -36.9981 
03HTV 199980 6000040 3S  32703 -168.3752 -167.1138 -37.1149  -36.098  
03HUA 300000 6100000 3S  32703 -167.2249 -165.9913 -36.2289  -35.2231 
03HUB 300000 6200020 3S  32703 -167.1999 -165.9806 -35.3272  -34.3218 
03HUC 300000 6300040 3S  32703 -167.176  -165.9703 -34.4254  -33.4204 
03HUD 300000 6400000 3S  32703 -167.1532 -165.9605 -33.524   -32.5193 
03HUE 300000 6500020 3S  32703 -167.1314 -165.9511 -32.6219  -31.6176 
03HUS 300000 5700040 3S  32703 -167.3366 -166.0394 -39.8331  -38.8257 
03HUT 300000 5800000 3S  32703 -167.3068 -166.0266 -38.9325  -37.9256 
03HUU 300000 5900020 3S  32703 -167.2782 -166.0143 -38.0312  -37.0247 
03HUV 300000 6000040 3S  32703 -167.251  -166.0026 -37.1299  -36.1237 
03HVA 399960 6100000 3S  32703 -166.1132 -164.8914 -36.233   -35.2381 
03HVB 399960 6200020 3S  32703 -166.1007 -164.8926 -35.3312  -34.3363 
03HVC 399960 6300040 3S  32703 -166.0887 -164.8938 -34.4293  -33.4344 
03HVD 399960 6400000 3S  32703 -166.0773 -164.8949 -33.5277  -32.5328 
03HVE 399960 6500020 3S  32703 -166.0663 -164.896  -32.6255  -31.6306 
03HVS 399960 5700040 3S  32703 -166.1691 -164.8859 -39.8378  -38.8428 
03HVT 399960 5800000 3S  32703 -166.1542 -164.8874 -38.9371  -37.9421 
03HVU 399960 5900020 3S  32703 -166.1399 -164.8888 -38.0357  -37.0407 
03HVV 399960 6000040 3S  32703 -166.1262 -164.8901 -37.1342  -36.1392 
03HWA 499980 6100000 3S  32703 -165.0002 -163.7785 -36.2331  -35.2371 
03HWB 499980 6200020 3S  32703 -165.0002 -163.7922 -35.3313  -34.3353 
03HWC 499980 6300040 3S  32703 -165.0002 -163.8053 -34.4293  -33.4334 
03HWD 499980 6400000 3S  32703 -165.0002 -163.8178 -33.5278  -32.5319 
03HWE 499980 6500020 3S  32703 -165.0002 -163.8298 -32.6256  -31.6298 
03HWS 499980 5700040 3S  32703 -165.0002 -163.7171 -39.8378  -38.8416 
03HWT 499980 5800000 3S  32703 -165.0002 -163.7335 -38.9371  -37.941  
03HWU 499980 5900020 3S  32703 -165.0002 -163.7492 -38.0357  -37.0396 
03HWV 499980 6000040 3S  32703 -165.0002 -163.7641 -37.1342  -36.1381 
03HXA 600000 6100000 3S  32703 -163.901  -162.6662 -36.2279  -35.2211 
03HXB 600000 6200020 3S  32703 -163.9129 -162.6924 -35.3263  -34.3199 
03HXC 600000 6300040 3S  32703 -163.9242 -162.7174 -34.4245  -33.4185 
03HXD 600000 6400000 3S  32703 -163.9351 -162.7413 -33.5231  -32.5175 
03HXE 600000 6500020 3S  32703 -163.9455 -162.7643 -32.6211  -31.6158 
03HXS 600000 5700040 3S  32703 -163.8477 -162.549  -39.832   -38.8235 
03HXT 600000 5800000 3S  32703 -163.8619 -162.5803 -38.9314  -37.9234 
03HXU 600000 5900020 3S  32703 -163.8755 -162.6102 -38.0302  -37.0226 
03HXV 600000 6000040 3S  32703 -163.8885 -162.6388 -37.1289  -36.1217 
03HYA 699960 6100000 3S  32703 -162.8029 -161.5557 -36.2124  -35.1953 
03HYB 699960 6200020 3S  32703 -162.8267 -161.5943 -35.3113  -34.2949 
03HYC 699960 6300040 3S  32703 -162.8494 -161.6312 -34.41    -33.3943 
03HYD 699960 6400000 3S  32703 -162.8711 -161.6665 -33.5091  -32.4941 
03HYE 699960 6500020 3S  32703 -162.8919 -161.7003 -32.6075  -31.5933 
03HYS 699960 5700040 3S  32703 -162.6965 -161.3831 -39.8143  -38.794  
03HYT 699960 5800000 3S  32703 -162.7249 -161.4291 -38.9143  -37.8948 
03HYU 699960 5900020 3S  32703 -162.7521 -161.4732 -38.0137  -36.995  
03HYV 699960 6000040 3S  32703 -162.7781 -161.5154 -37.1128  -36.0949 
03JTF 199980 6600040 3S  32703 -168.1648 -166.9865 -31.7074  -30.6947 
03JTG 199980 6700000 3S  32703 -168.1349 -166.9684 -30.8061  -29.794  
03JTH 199980 6800020 3S  32703 -168.1063 -166.9512 -29.904   -28.8926 
03JTJ 199980 6900040 3S  32703 -168.0789 -166.9346 -29.0018  -27.991  
03JTK 199980 7000000 3S  32703 -168.0528 -166.9189 -28.1001  -27.0899 
03JTL 199980 7100020 3S  32703 -168.0279 -166.9039 -27.1976  -26.188  
03JTM 199980 7200040 3S  32703 -168.0041 -166.8895 -26.295   -25.2861 
03JTN 199980 7300000 3S  32703 -167.9814 -166.8758 -25.3929  -24.3845 
03JUF 300000 6600040 3S  32703 -167.1105 -165.9422 -31.7197  -30.7157 
03JUG 300000 6700000 3S  32703 -167.0905 -165.9336 -30.8179  -29.8143 
03JUH 300000 6800020 3S  32703 -167.0714 -165.9254 -29.9154  -28.9121 
03JUJ 300000 6900040 3S  32703 -167.0532 -165.9176 -29.0128  -28.0098 
03JUK 300000 7000000 3S  32703 -167.0357 -165.9101 -28.1106  -27.108  
03JUL 300000 7100020 3S  32703 -167.0191 -165.9029 -27.2078  -26.2055 
03JUM 300000 7200040 3S  32703 -167.0032 -165.8961 -26.3049  -25.3028 
03JUN 300000 7300000 3S  32703 -166.9881 -165.8896 -25.4023  -24.4006 
03JVF 399960 6600040 3S  32703 -166.0559 -164.897  -31.7232  -30.7283 
03JVG 399960 6700000 3S  32703 -166.0459 -164.898  -30.8213  -29.8264 
03JVH 399960 6800020 3S  32703 -166.0363 -164.8989 -29.9187  -28.9238 
03JVJ 399960 6900040 3S  32703 -166.0272 -164.8998 -29.016   -28.0211 
03JVK 399960 7000000 3S  32703 -166.0185 -164.9006 -28.1137  -27.1188 
03JVL 399960 7100020 3S  32703 -166.0101 -164.9014 -27.2107  -26.2159 
03JVM 399960 7200040 3S  32703 -166.0022 -164.9022 -26.3077  -25.3128 
03JVN 399960 7300000 3S  32703 -165.9946 -164.903  -25.405   -24.4102 
03JWF 499980 6600040 3S  32703 -165.0002 -163.8413 -31.7232  -30.7275 
03JWG 499980 6700000 3S  32703 -165.0002 -163.8523 -30.8213  -29.8256 
03JWH 499980 6800020 3S  32703 -165.0002 -163.8628 -29.9187  -28.923  
03JWJ 499980 6900040 3S  32703 -165.0002 -163.8728 -29.016   -28.0204 
03JWK 499980 7000000 3S  32703 -165.0002 -163.8824 -28.1137  -27.1181 
03JWL 499980 7100020 3S  32703 -165.0002 -163.8915 -27.2108  -26.2152 
03JWM 499980 7200040 3S  32703 -165.0002 -163.9003 -26.3077  -25.3122 
03JWN 499980 7300000 3S  32703 -165.0002 -163.9086 -25.4051  -24.4096 
03JXF 600000 6600040 3S  32703 -163.9555 -162.7862 -31.7189  -30.714  
03JXG 600000 6700000 3S  32703 -163.965  -162.8071 -30.8171  -29.8126 
03JXH 600000 6800020 3S  32703 -163.9741 -162.8271 -29.9147  -28.9105 
03JXJ 600000 6900040 3S  32703 -163.9828 -162.8463 -29.0121  -28.0083 
03JXK 600000 7000000 3S  32703 -163.9911 -162.8646 -28.1099  -27.1065 
03JXL 600000 7100020 3S  32703 -163.999  -162.882  -27.2071  -26.2041 
03JXM 600000 7200040 3S  32703 -164.0065 -162.8987 -26.3042  -25.3015 
03JXN 600000 7300000 3S  32703 -164.0137 -162.9146 -25.4017  -24.3993 
03JYF 699960 6600040 3S  32703 -162.9118 -161.7326 -31.7058  -30.6922 
03JYG 699960 6700000 3S  32703 -162.9308 -161.7635 -30.8045  -29.7916 
03JYH 699960 6800020 3S  32703 -162.949  -161.793  -29.9025  -28.8903 
03JYJ 699960 6900040 3S  32703 -162.9663 -161.8212 -29.0003  -27.9888 
03JYK 699960 7000000 3S  32703 -162.9829 -161.8482 -28.0986  -27.0877 
03JYL 699960 7100020 3S  32703 -162.9987 -161.8739 -27.1962  -26.186  
03JYM 699960 7200040 3S  32703 -163.0138 -161.8985 -26.2937  -25.2841 
03JYN 699960 7300000 3S  32703 -163.0281 -161.9219 -25.3916  -24.3826 
03JZM 799980 7200040 3S  32703 -162.0212 -160.8988 -26.2762  -25.2601 
03JZN 799980 7300000 3S  32703 -162.0427 -160.9298 -25.3748  -24.3596 
03KTA 199980 8100040 3S  32703 -167.8356 -166.7885 -18.1685  -17.1647 
03KTB 199980 8200000 3S  32703 -167.8215 -166.7801 -17.2654  -16.2622 
03KTP 199980 7400020 3S  32703 -167.9598 -166.8628 -24.4901  -23.4823 
03KTQ 199980 7500040 3S  32703 -167.9392 -166.8504 -23.5872  -22.58   
03KTR 199980 7600000 3S  32703 -167.9196 -166.8387 -22.6847  -21.6781 
03KTS 199980 7700020 3S  32703 -167.9009 -166.8275 -21.7815  -20.7755 
03KTT 199980 7800040 3S  32703 -167.8833 -166.8169 -20.8783  -19.8728 
03KTU 199980 7900000 3S  32703 -167.8665 -166.8069 -19.9755  -18.9706 
03KTV 199980 8000020 3S  32703 -167.8506 -166.7974 -19.072   -18.0677 
03KUA 300000 8100040 3S  32703 -166.8908 -165.8482 -18.175   -17.1757 
03KUB 300000 8200000 3S  32703 -166.8813 -165.8442 -17.2716  -16.2726 
03KUP 300000 7400020 3S  32703 -166.9736 -165.8835 -24.4991  -23.4977 
03KUQ 300000 7500040 3S  32703 -166.9599 -165.8776 -23.5958  -22.5947 
03KUR 300000 7600000 3S  32703 -166.9468 -165.872  -22.693   -21.6921 
03KUS 300000 7700020 3S  32703 -166.9344 -165.8667 -21.7895  -20.7889 
03KUT 300000 7800040 3S  32703 -166.9226 -165.8617 -20.8859  -19.8856 
03KUU 300000 7900000 3S  32703 -166.9114 -165.8569 -19.9827  -18.9828 
03KUV 300000 8000020 3S  32703 -166.9008 -165.8524 -19.0789  -18.0793 
03KVA 399960 8100040 3S  32703 -165.9459 -164.9077 -18.1769  -17.1823 
03KVB 399960 8200000 3S  32703 -165.9412 -164.9082 -17.2734  -16.2788 
03KVP 399960 7400020 3S  32703 -165.9874 -164.9037 -24.5017  -23.5069 
03KVQ 399960 7500040 3S  32703 -165.9805 -164.9043 -23.5983  -22.6035 
03KVR 399960 7600000 3S  32703 -165.9739 -164.905  -22.6954  -21.7006 
03KVS 399960 7700020 3S  32703 -165.9677 -164.9056 -21.7918  -20.797  
03KVT 399960 7800040 3S  32703 -165.9618 -164.9062 -20.888   -19.8933 
